date,min,max,normal_min,normal_max
19800727,108.0,83.0,104.3,81.4
19800728,114.0,84.0,104.3,81.4
19800729,108.0,88.0,104.2,81.3
19800730,106.0,82.0,104.1,81.3
19800731,104.0,79.0,104.0,81.2
19800801,111.0,83.0,103.9,81.1
19800802,112.0,87.0,103.8,81.0
19800803,109.0,87.0,103.7,81.0
19800804,108.0,83.0,103.6,80.9
19800805,106.0,82.0,103.5,80.8
19800806,107.0,79.0,103.4,80.7
19800807,110.0,80.0,103.3,80.6
19800808,112.0,81.0,103.2,80.5
19800809,112.0,85.0,103.1,80.4
19800810,111.0,80.0,103.0,80.3
19800811,113.0,79.0,102.8,80.2
19800812,112.0,87.0,102.7,80.0
19800813,108.0,80.0,102.6,79.9
19800814,103.0,81.0,102.4,79.8
19800815,99.0,72.0,102.3,79.7
19800816,99.0,72.0,102.2,79.5
19800817,101.0,69.0,102.0,79.4
19800818,100.0,71.0,101.9,79.2
19800819,94.0,72.0,101.7,79.1
19800820,97.0,71.0,101.6,78.9
19800821,101.0,69.0,101.4,78.8
19800822,101.0,74.0,101.3,78.6
19800823,100.0,71.0,101.1,78.4
19800824,99.0,70.0,100.9,78.2
19800825,95.0,72.0,100.7,78.0
19800826,101.0,71.0,100.5,77.8
19800827,101.0,73.0,100.3,77.6
19800828,100.0,75.0,100.1,77.4
19800829,101.0,77.0,99.9,77.1
19800830,97.0,76.0,99.6,76.9
19800831,96.0,66.0,99.4,76.6
19800901,98.0,66.0,99.1,76.3
19800902,101.0,71.0,98.9,76.1
19800903,101.0,71.0,98.6,75.8
19800904,102.0,70.0,98.3,75.5
19800905,99.0,74.0,98.0,75.2
19800906,100.0,75.0,97.7,74.9
19800907,94.0,75.0,97.4,74.5
19800908,92.0,72.0,97.1,74.2
19800909,83.0,63.0,96.7,73.8
19800910,90.0,60.0,96.4,73.5
19800911,92.0,63.0,96.0,73.1
19800912,95.0,67.0,95.7,72.7
19800913,97.0,71.0,95.3,72.3
19800914,95.0,68.0,94.9,71.9
19800915,95.0,64.0,94.5,71.5
19800916,97.0,67.0,94.1,71.1
19800917,103.0,72.0,93.7,70.7
19800918,105.0,79.0,93.3,70.3
19800919,95.0,72.0,92.8,69.9
19800920,94.0,63.0,92.4,69.4
19800921,89.0,63.0,92.0,69.0
19800922,87.0,61.0,91.5,68.6
19800923,90.0,57.0,91.1,68.1
19800924,95.0,59.0,90.6,67.7
19800925,95.0,64.0,90.1,67.2
19800926,95.0,62.0,89.7,66.8
19800927,96.0,66.0,89.2,66.3
19800928,99.0,65.0,88.8,65.9
19800929,99.0,66.0,88.3,65.5
19800930,99.0,65.0,87.8,65.0
19801001,101.0,65.0,87.4,64.6
19801002,100.0,67.0,86.9,64.1
19801003,99.0,64.0,86.4,63.7
19801004,98.0,65.0,86.0,63.3
19801005,99.0,66.0,85.5,62.9
19801006,98.0,66.0,85.1,62.4
19801007,96.0,65.0,84.6,62.0
19801008,97.0,65.0,84.1,61.6
19801009,97.0,64.0,83.7,61.2
19801010,95.0,65.0,83.2,60.8
19801011,95.0,70.0,82.8,60.4
19801012,90.0,67.0,82.3,60.0
19801013,85.0,61.0,81.9,59.6
19801014,74.0,59.0,81.5,59.2
19801015,66.0,51.0,81.0,58.8
19801016,67.0,45.0,80.6,58.4
19801017,68.0,42.0,80.1,58.0
19801018,74.0,44.0,79.7,57.6
19801019,77.0,49.0,79.3,57.3
19801020,79.0,50.0,78.8,56.9
19801021,80.0,49.0,78.4,56.5
19801022,80.0,50.0,77.9,56.1
19801023,76.0,50.0,77.5,55.8
19801024,76.0,44.0,77.1,55.4
19801025,73.0,44.0,76.6,55.0
19801026,71.0,50.0,76.2,54.6
19801027,68.0,46.0,75.7,54.2
19801028,68.0,50.0,75.3,53.9
19801029,70.0,41.0,74.8,53.5
19801030,74.0,43.0,74.3,53.1
19801031,76.0,48.0,73.9,52.7
19801101,76.0,45.0,73.4,52.3
19801102,77.0,47.0,72.9,51.9
19801103,82.0,48.0,72.5,51.5
19801104,85.0,54.0,72.0,51.1
19801105,84.0,54.0,71.5,50.7
19801106,82.0,53.0,71.0,50.3
19801107,82.0,50.0,70.5,49.9
19801108,78.0,51.0,70.0,49.5
19801109,77.0,49.0,69.5,49.1
19801110,81.0,49.0,69.0,48.7
19801111,76.0,58.0,68.5,48.3
19801112,71.0,51.0,68.0,47.8
19801113,65.0,45.0,67.5,47.4
19801114,60.0,38.0,67.0,47.0
19801115,60.0,39.0,66.5,46.6
19801116,59.0,38.0,66.0,46.2
19801117,56.0,34.0,65.5,45.8
19801118,62.0,30.0,65.0,45.4
19801119,63.0,32.0,64.5,45.0
19801120,67.0,38.0,64.0,44.6
19801121,64.0,37.0,63.5,44.2
19801122,67.0,44.0,63.0,43.8
19801123,65.0,38.0,62.5,43.4
19801124,62.0,50.0,62.1,43.1
19801125,59.0,41.0,61.6,42.7
19801126,64.0,35.0,61.2,42.4
19801127,66.0,34.0,60.8,42.0
19801128,69.0,37.0,60.4,41.7
19801129,64.0,38.0,60.0,41.4
19801130,79.0,48.0,59.6,41.1
19801201,65.0,43.0,59.2,40.8
19801202,67.0,41.0,58.9,40.5
19801203,77.0,42.0,58.5,40.3
19801204,66.0,52.0,58.2,40.0
19801205,62.0,43.0,57.9,39.8
19801206,61.0,36.0,57.7,39.6
19801207,54.0,41.0,57.4,39.4
19801208,55.0,35.0,57.2,39.2
19801209,57.0,29.0,56.9,39.0
19801210,58.0,27.0,56.7,38.8
19801211,64.0,31.0,56.6,38.7
19801212,59.0,36.0,56.4,38.6
19801213,64.0,39.0,56.2,38.5
19801214,64.0,33.0,56.1,38.4
19801215,75.0,37.0,56.0,38.3
19801216,74.0,44.0,55.9,38.2
19801217,70.0,42.0,55.9,38.1
19801218,66.0,40.0,55.8,38.1
19801219,67.0,41.0,55.8,38.1
19801220,67.0,40.0,55.8,38.0
19801221,66.0,39.0,55.7,38.0
19801222,64.0,39.0,55.8,38.0
19801223,69.0,40.0,55.8,38.0
19801224,65.0,38.0,55.8,38.0
19801225,66.0,37.0,55.9,38.1
19801226,73.0,42.0,55.9,38.1
19801227,70.0,44.0,56.0,38.1
19801228,73.0,47.0,56.0,38.2
19801229,73.0,43.0,56.1,38.2
19801230,70.0,38.0,56.2,38.3
19801231,68.0,38.0,56.3,38.3
19810101,69.0,44.0,56.4,38.4
19810102,69.0,41.0,56.5,38.4
19810103,63.0,41.0,56.6,38.5
19810104,67.0,45.0,56.7,38.5
19810105,64.0,39.0,56.8,38.6
19810106,62.0,37.0,56.9,38.7
19810107,61.0,35.0,57.0,38.7
19810108,62.0,34.0,57.2,38.8
19810109,62.0,33.0,57.3,38.9
19810110,64.0,36.0,57.4,38.9
19810111,57.0,41.0,57.5,39.0
19810112,56.0,49.0,57.6,39.1
19810113,65.0,42.0,57.7,39.1
19810114,64.0,38.0,57.8,39.2
19810115,63.0,39.0,57.9,39.3
19810116,62.0,39.0,58.0,39.3
19810117,63.0,41.0,58.1,39.4
19810118,67.0,40.0,58.2,39.5
19810119,65.0,42.0,58.3,39.5
19810120,71.0,40.0,58.4,39.6
19810121,69.0,40.0,58.5,39.7
19810122,67.0,39.0,58.6,39.8
19810123,68.0,46.0,58.7,39.9
19810124,63.0,38.0,58.8,40.0
19810125,59.0,34.0,58.9,40.1
19810126,55.0,31.0,59.0,40.1
19810127,55.0,36.0,59.1,40.3
19810128,59.0,45.0,59.3,40.4
19810129,62.0,44.0,59.4,40.5
19810130,54.0,38.0,59.5,40.6
19810131,54.0,36.0,59.6,40.7
19810201,57.0,31.0,59.8,40.8
19810202,55.0,33.0,59.9,41.0
19810203,61.0,31.0,60.1,41.1
19810204,61.0,30.0,60.2,41.3
19810205,60.0,30.0,60.4,41.4
19810206,56.0,35.0,60.5,41.6
19810207,63.0,31.0,60.7,41.8
19810208,55.0,42.0,60.9,42.0
19810209,56.0,42.0,61.1,42.1
19810210,60.0,37.0,61.3,42.3
19810211,58.0,41.0,61.5,42.5
19810212,67.0,37.0,61.7,42.7
19810213,66.0,38.0,61.9,42.9
19810214,66.0,44.0,62.2,43.2
19810215,72.0,44.0,62.4,43.4
19810216,76.0,43.0,62.6,43.6
19810217,79.0,48.0,62.9,43.8
19810218,80.0,49.0,63.2,44.1
19810219,82.0,47.0,63.4,44.3
19810220,71.0,50.0,63.7,44.5
19810221,62.0,43.0,64.0,44.8
19810222,68.0,36.0,64.2,45.0
19810223,73.0,38.0,64.5,45.2
19810224,76.0,41.0,64.8,45.5
19810225,67.0,49.0,65.1,45.7
19810226,59.0,42.0,65.4,45.9
19810227,63.0,35.0,65.7,46.2
19810228,66.0,36.0,66.0,46.4
19810301,58.0,45.0,66.3,46.6
19810302,59.0,40.0,66.6,46.8
19810303,63.0,41.0,66.9,47.0
19810304,67.0,41.0,67.2,47.3
19810305,55.0,45.0,67.5,47.5
19810306,54.0,43.0,67.7,47.7
19810307,58.0,45.0,68.0,47.9
19810308,65.0,40.0,68.3,48.1
19810309,68.0,43.0,68.6,48.3
19810310,71.0,44.0,68.9,48.4
19810311,65.0,42.0,69.1,48.6
19810312,67.0,46.0,69.4,48.8
19810313,62.0,45.0,69.7,49.0
19810314,67.0,41.0,69.9,49.1
19810315,69.0,43.0,70.2,49.3
19810316,76.0,48.0,70.4,49.5
19810317,65.0,48.0,70.7,49.6
19810318,67.0,41.0,70.9,49.8
19810319,67.0,51.0,71.2,50.0
19810320,65.0,49.0,71.4,50.1
19810321,69.0,43.0,71.6,50.3
19810322,74.0,49.0,71.9,50.4
19810323,76.0,50.0,72.1,50.6
19810324,78.0,51.0,72.3,50.7
19810325,87.0,52.0,72.6,50.9
19810326,67.0,48.0,72.8,51.1
19810327,64.0,42.0,73.0,51.2
19810328,70.0,46.0,73.2,51.4
19810329,80.0,47.0,73.5,51.6
19810330,69.0,53.0,73.7,51.8
19810331,72.0,42.0,73.9,52.0
19810401,81.0,52.0,74.2,52.2
19810402,68.0,53.0,74.4,52.4
19810403,69.0,49.0,74.6,52.6
19810404,71.0,42.0,74.9,52.8
19810405,75.0,46.0,75.1,53.0
19810406,84.0,47.0,75.4,53.3
19810407,82.0,61.0,75.6,53.5
19810408,82.0,52.0,75.9,53.7
19810409,87.0,55.0,76.2,54.0
19810410,87.0,60.0,76.5,54.3
19810411,84.0,62.0,76.7,54.5
19810412,83.0,59.0,77.0,54.8
19810413,83.0,51.0,77.3,55.1
19810414,87.0,54.0,77.6,55.4
19810415,89.0,60.0,77.9,55.7
19810416,93.0,61.0,78.2,56.0
19810417,91.0,64.0,78.6,56.3
19810418,77.0,54.0,78.9,56.7
19810419,69.0,50.0,79.2,57.0
19810420,74.0,52.0,79.6,57.3
19810421,83.0,54.0,79.9,57.7
19810422,87.0,61.0,80.3,58.0
19810423,90.0,59.0,80.6,58.4
19810424,94.0,64.0,81.0,58.7
19810425,94.0,68.0,81.3,59.1
19810426,86.0,67.0,81.7,59.4
19810427,86.0,63.0,82.1,59.8
19810428,90.0,68.0,82.4,60.1
19810429,96.0,61.0,82.8,60.5
19810430,99.0,64.0,83.2,60.8
19810501,97.0,66.0,83.5,61.2
19810502,94.0,72.0,83.9,61.5
19810503,87.0,62.0,84.3,61.8
19810504,90.0,60.0,84.7,62.2
19810505,86.0,61.0,85.0,62.5
19810506,85.0,55.0,85.4,62.8
19810507,81.0,61.0,85.8,63.2
19810508,89.0,55.0,86.1,63.5
19810509,83.0,61.0,86.5,63.8
19810510,95.0,58.0,86.9,64.1
19810511,90.0,71.0,87.2,64.4
19810512,95.0,67.0,87.6,64.7
19810513,89.0,67.0,88.0,65.1
19810514,92.0,69.0,88.3,65.3
19810515,78.0,58.0,88.7,65.6
19810516,73.0,57.0,89.0,65.9
19810517,82.0,56.0,89.3,66.2
19810518,88.0,56.0,89.7,66.5
19810519,77.0,54.0,90.0,66.8
19810520,74.0,52.0,90.4,67.1
19810521,83.0,56.0,90.7,67.3
19810522,86.0,56.0,91.0,67.6
19810523,89.0,60.0,91.4,67.9
19810524,96.0,66.0,91.7,68.1
19810525,95.0,76.0,92.0,68.4
19810526,78.0,65.0,92.3,68.7
19810527,74.0,60.0,92.7,68.9
19810528,87.0,60.0,93.0,69.2
19810529,90.0,62.0,93.3,69.5
19810530,96.0,68.0,93.6,69.8
19810531,90.0,69.0,93.9,70.0
19810601,98.0,69.0,94.3,70.3
19810602,94.0,73.0,94.6,70.6
19810603,92.0,74.0,94.9,70.9
19810604,97.0,70.0,95.2,71.2
19810605,102.0,70.0,95.5,71.4
19810606,108.0,78.0,95.8,71.7
19810607,105.0,80.0,96.2,72.0
19810608,107.0,77.0,96.5,72.3
19810609,107.0,75.0,96.8,72.6
19810610,106.0,77.0,97.1,72.9
19810611,102.0,78.0,97.4,73.2
19810612,96.0,74.0,97.7,73.5
19810613,88.0,66.0,98.0,73.8
19810614,82.0,66.0,98.4,74.1
19810615,87.0,61.0,98.7,74.5
19810616,100.0,59.0,99.0,74.8
19810617,106.0,69.0,99.3,75.1
19810618,106.0,77.0,99.6,75.4
19810619,108.0,74.0,99.9,75.7
19810620,110.0,81.0,100.2,76.0
19810621,110.0,78.0,100.4,76.3
19810622,112.0,82.0,100.7,76.6
19810623,111.0,82.0,101.0,76.9
19810624,111.0,83.0,101.3,77.2
19810625,110.0,83.0,101.5,77.5
19810626,109.0,82.0,101.8,77.8
19810627,98.0,82.0,102.0,78.0
19810628,101.0,80.0,102.3,78.3
19810629,103.0,80.0,102.5,78.6
19810630,106.0,76.0,102.7,78.8
19810701,103.0,78.0,102.9,79.1
19810702,102.0,74.0,103.1,79.3
19810703,104.0,72.0,103.3,79.5
19810704,110.0,77.0,103.5,79.7
19810705,112.0,86.0,103.6,79.9
19810706,107.0,88.0,103.8,80.1
19810707,107.0,83.0,103.9,80.3
19810708,104.0,84.0,104.0,80.5
19810709,107.0,84.0,104.2,80.6
19810710,107.0,83.0,104.3,80.8
19810711,103.0,82.0,104.3,80.9
19810712,101.0,79.0,104.4,81.0
19810713,103.0,80.0,104.5,81.1
19810714,105.0,79.0,104.5,81.2
19810715,98.0,80.0,104.6,81.3
19810716,99.0,79.0,104.6,81.3
19810717,105.0,78.0,104.6,81.4
19810718,108.0,83.0,104.7,81.4
19810719,108.0,76.0,104.7,81.5
19810720,109.0,78.0,104.6,81.5
19810721,109.0,77.0,104.6,81.5
19810722,108.0,80.0,104.6,81.5
19810723,110.0,78.0,104.6,81.5
19810724,110.0,81.0,104.5,81.5
19810725,107.0,80.0,104.5,81.5
19810726,105.0,81.0,104.4,81.4
19810727,106.0,73.0,104.3,81.4
19810728,109.0,76.0,104.3,81.4
19810729,107.0,81.0,104.2,81.3
19810730,105.0,79.0,104.1,81.3
19810731,105.0,76.0,104.0,81.2
19810801,106.0,76.0,103.9,81.1
19810802,106.0,72.0,103.8,81.0
19810803,105.0,71.0,103.7,81.0
19810804,104.0,68.0,103.6,80.9
19810805,105.0,70.0,103.5,80.8
19810806,109.0,76.0,103.4,80.7
19810807,111.0,79.0,103.3,80.6
19810808,109.0,77.0,103.2,80.5
19810809,109.0,83.0,103.1,80.4
19810810,107.0,70.0,103.0,80.3
19810811,92.0,68.0,102.8,80.2
19810812,93.0,72.0,102.7,80.0
19810813,99.0,69.0,102.6,79.9
19810814,99.0,73.0,102.4,79.8
19810815,101.0,71.0,102.3,79.7
19810816,103.0,73.0,102.2,79.5
19810817,104.0,76.0,102.0,79.4
19810818,96.0,76.0,101.9,79.2
19810819,102.0,73.0,101.7,79.1
19810820,105.0,76.0,101.6,78.9
19810821,105.0,77.0,101.4,78.8
19810822,107.0,80.0,101.3,78.6
19810823,106.0,77.0,101.1,78.4
19810824,106.0,80.0,100.9,78.2
19810825,106.0,79.0,100.7,78.0
19810826,106.0,79.0,100.5,77.8
19810827,108.0,80.0,100.3,77.6
19810828,109.0,79.0,100.1,77.4
19810829,109.0,83.0,99.9,77.1
19810830,107.0,86.0,99.6,76.9
19810831,102.0,75.0,99.4,76.6
19810901,103.0,73.0,99.1,76.3
19810902,101.0,76.0,98.9,76.1
19810903,101.0,74.0,98.6,75.8
19810904,102.0,75.0,98.3,75.5
19810905,95.0,69.0,98.0,75.2
19810906,80.0,64.0,97.7,74.9
19810907,86.0,67.0,97.4,74.5
19810908,92.0,65.0,97.1,74.2
19810909,92.0,69.0,96.7,73.8
19810910,96.0,67.0,96.4,73.5
19810911,100.0,72.0,96.0,73.1
19810912,102.0,70.0,95.7,72.7
19810913,102.0,70.0,95.3,72.3
19810914,102.0,71.0,94.9,71.9
19810915,100.0,70.0,94.5,71.5
19810916,96.0,70.0,94.1,71.1
19810917,97.0,69.0,93.7,70.7
19810918,98.0,69.0,93.3,70.3
19810919,100.0,70.0,92.8,69.9
19810920,99.0,75.0,92.4,69.4
19810921,98.0,73.0,92.0,69.0
19810922,97.0,69.0,91.5,68.6
19810923,94.0,70.0,91.1,68.1
19810924,92.0,69.0,90.6,67.7
19810925,87.0,66.0,90.1,67.2
19810926,89.0,60.0,89.7,66.8
19810927,95.0,62.0,89.2,66.3
19810928,95.0,65.0,88.8,65.9
19810929,90.0,71.0,88.3,65.5
19810930,89.0,67.0,87.8,65.0
19811001,74.0,61.0,87.4,64.6
19811002,75.0,57.0,86.9,64.1
19811003,79.0,54.0,86.4,63.7
19811004,80.0,61.0,86.0,63.3
19811005,82.0,56.0,85.5,62.9
19811006,86.0,57.0,85.1,62.4
19811007,88.0,59.0,84.6,62.0
19811008,78.0,60.0,84.1,61.6
19811009,82.0,55.0,83.7,61.2
19811010,85.0,62.0,83.2,60.8
19811011,72.0,55.0,82.8,60.4
19811012,68.0,46.0,82.3,60.0
19811013,66.0,48.0,81.9,59.6
19811014,66.0,42.0,81.5,59.2
19811015,66.0,48.0,81.0,58.8
19811016,68.0,43.0,80.6,58.4
19811017,76.0,45.0,80.1,58.0
19811018,79.0,52.0,79.7,57.6
19811019,80.0,50.0,79.3,57.3
19811020,81.0,52.0,78.8,56.9
19811021,83.0,52.0,78.4,56.5
19811022,81.0,52.0,77.9,56.1
19811023,79.0,48.0,77.5,55.8
19811024,80.0,49.0,77.1,55.4
19811025,75.0,50.0,76.6,55.0
19811026,80.0,48.0,76.2,54.6
19811027,82.0,56.0,75.7,54.2
19811028,79.0,57.0,75.3,53.9
19811029,67.0,53.0,74.8,53.5
19811030,65.0,46.0,74.3,53.1
19811031,68.0,47.0,73.9,52.7
19811101,73.0,44.0,73.4,52.3
19811102,78.0,48.0,72.9,51.9
19811103,78.0,47.0,72.5,51.5
19811104,77.0,46.0,72.0,51.1
19811105,77.0,51.0,71.5,50.7
19811106,73.0,56.0,71.0,50.3
19811107,73.0,50.0,70.5,49.9
19811108,74.0,48.0,70.0,49.5
19811109,74.0,49.0,69.5,49.1
19811110,74.0,48.0,69.0,48.7
19811111,76.0,47.0,68.5,48.3
19811112,75.0,47.0,68.0,47.8
19811113,77.0,62.0,67.5,47.4
19811114,77.0,61.0,67.0,47.0
19811115,82.0,51.0,66.5,46.6
19811116,76.0,51.0,66.0,46.2
19811117,79.0,52.0,65.5,45.8
19811118,66.0,51.0,65.0,45.4
19811119,64.0,42.0,64.5,45.0
19811120,63.0,38.0,64.0,44.6
19811121,61.0,40.0,63.5,44.2
19811122,65.0,41.0,63.0,43.8
19811123,67.0,41.0,62.5,43.4
19811124,77.0,46.0,62.1,43.1
19811125,61.0,36.0,61.6,42.7
19811126,58.0,29.0,61.2,42.4
19811127,58.0,42.0,60.8,42.0
19811128,51.0,42.0,60.4,41.7
19811129,55.0,41.0,60.0,41.4
19811130,56.0,36.0,59.6,41.1
19811201,54.0,34.0,59.2,40.8
19811202,58.0,35.0,58.9,40.5
19811203,62.0,35.0,58.5,40.3
19811204,63.0,38.0,58.2,40.0
19811205,65.0,41.0,57.9,39.8
19811206,65.0,38.0,57.7,39.6
19811207,66.0,38.0,57.4,39.4
19811208,67.0,38.0,57.2,39.2
19811209,66.0,40.0,56.9,39.0
19811210,63.0,45.0,56.7,38.8
19811211,66.0,44.0,56.6,38.7
19811212,60.0,39.0,56.4,38.6
19811213,64.0,41.0,56.2,38.5
19811214,62.0,40.0,56.1,38.4
19811215,62.0,37.0,56.0,38.3
19811216,63.0,39.0,55.9,38.2
19811217,59.0,33.0,55.9,38.1
19811218,56.0,34.0,55.8,38.1
19811219,61.0,39.0,55.8,38.1
19811220,73.0,39.0,55.8,38.0
19811221,62.0,51.0,55.7,38.0
19811222,55.0,32.0,55.8,38.0
19811223,52.0,28.0,55.8,38.0
19811224,51.0,26.0,55.8,38.0
19811225,54.0,34.0,55.9,38.1
19811226,54.0,33.0,55.9,38.1
19811227,57.0,34.0,56.0,38.1
19811228,55.0,31.0,56.0,38.2
19811229,57.0,32.0,56.1,38.2
19811230,59.0,42.0,56.2,38.3
19811231,60.0,39.0,56.3,38.3
19820101,62.0,43.0,56.4,38.4
19820102,50.0,34.0,56.5,38.4
19820103,48.0,28.0,56.6,38.5
19820104,51.0,35.0,56.7,38.5
19820105,61.0,41.0,56.8,38.6
19820106,49.0,33.0,56.9,38.7
19820107,43.0,26.0,57.0,38.7
19820108,49.0,21.0,57.2,38.8
19820109,58.0,27.0,57.3,38.9
19820110,60.0,30.0,57.4,38.9
19820111,59.0,42.0,57.5,39.0
19820112,56.0,40.0,57.6,39.1
19820113,55.0,33.0,57.7,39.1
19820114,56.0,31.0,57.8,39.2
19820115,61.0,33.0,57.9,39.3
19820116,61.0,35.0,58.0,39.3
19820117,61.0,32.0,58.1,39.4
19820118,66.0,38.0,58.2,39.5
19820119,56.0,40.0,58.3,39.5
19820120,50.0,39.0,58.4,39.6
19820121,50.0,35.0,58.5,39.7
19820122,49.0,31.0,58.6,39.8
19820123,50.0,28.0,58.7,39.9
19820124,58.0,29.0,58.8,40.0
19820125,64.0,34.0,58.9,40.1
19820126,72.0,35.0,59.0,40.1
19820127,61.0,42.0,59.1,40.3
19820128,64.0,35.0,59.3,40.4
19820129,57.0,44.0,59.4,40.5
19820130,59.0,38.0,59.5,40.6
19820131,65.0,35.0,59.6,40.7
19820201,56.0,38.0,59.8,40.8
19820202,53.0,35.0,59.9,41.0
19820203,62.0,31.0,60.1,41.1
19820204,50.0,32.0,60.2,41.3
19820205,42.0,24.0,60.4,41.4
19820206,44.0,19.0,60.5,41.6
19820207,45.0,25.0,60.7,41.8
19820208,55.0,30.0,60.9,42.0
19820209,55.0,33.0,61.1,42.1
19820210,48.0,35.0,61.3,42.3
19820211,54.0,33.0,61.5,42.5
19820212,55.0,34.0,61.7,42.7
19820213,58.0,35.0,61.9,42.9
19820214,63.0,44.0,62.2,43.2
19820215,64.0,41.0,62.4,43.4
19820216,70.0,49.0,62.6,43.6
19820217,69.0,46.0,62.9,43.8
19820218,67.0,49.0,63.2,44.1
19820219,70.0,41.0,63.4,44.3
19820220,75.0,45.0,63.7,44.5
19820221,76.0,45.0,64.0,44.8
19820222,76.0,49.0,64.2,45.0
19820223,73.0,52.0,64.5,45.2
19820224,68.0,48.0,64.8,45.5
19820225,68.0,45.0,65.1,45.7
19820226,73.0,46.0,65.4,45.9
19820227,70.0,47.0,65.7,46.2
19820228,71.0,44.0,66.0,46.4
19820301,70.0,49.0,66.3,46.6
19820302,67.0,47.0,66.6,46.8
19820303,64.0,43.0,66.9,47.0
19820304,65.0,37.0,67.2,47.3
19820305,60.0,44.0,67.5,47.5
19820306,61.0,37.0,67.7,47.7
19820307,63.0,38.0,68.0,47.9
19820308,71.0,50.0,68.3,48.1
19820309,72.0,44.0,68.6,48.3
19820310,75.0,59.0,68.9,48.4
19820311,69.0,56.0,69.1,48.6
19820312,70.0,50.0,69.4,48.8
19820313,74.0,49.0,69.7,49.0
19820314,65.0,46.0,69.9,49.1
19820315,63.0,46.0,70.2,49.3
19820316,60.0,43.0,70.4,49.5
19820317,60.0,41.0,70.7,49.6
19820318,55.0,41.0,70.9,49.8
19820319,57.0,37.0,71.2,50.0
19820320,58.0,35.0,71.4,50.1
19820321,59.0,36.0,71.6,50.3
19820322,64.0,37.0,71.9,50.4
19820323,67.0,38.0,72.1,50.6
19820324,72.0,41.0,72.3,50.7
19820325,73.0,48.0,72.6,50.9
19820326,67.0,51.0,72.8,51.1
19820327,73.0,45.0,73.0,51.2
19820328,72.0,49.0,73.2,51.4
19820329,59.0,43.0,73.5,51.6
19820330,63.0,45.0,73.7,51.8
19820331,74.0,48.0,73.9,52.0
19820401,60.0,44.0,74.2,52.2
19820402,64.0,36.0,74.4,52.4
19820403,71.0,44.0,74.6,52.6
19820404,73.0,53.0,74.9,52.8
19820405,70.0,49.0,75.1,53.0
19820406,69.0,50.0,75.4,53.3
19820407,62.0,45.0,75.6,53.5
19820408,67.0,41.0,75.9,53.7
19820409,70.0,48.0,76.2,54.0
19820410,78.0,47.0,76.5,54.3
19820411,82.0,59.0,76.7,54.5
19820412,77.0,56.0,77.0,54.8
19820413,80.0,51.0,77.3,55.1
19820414,78.0,53.0,77.6,55.4
19820415,77.0,50.0,77.9,55.7
19820416,73.0,52.0,78.2,56.0
19820417,80.0,49.0,78.6,56.3
19820418,84.0,54.0,78.9,56.7
19820419,73.0,56.0,79.2,57.0
19820420,64.0,49.0,79.6,57.3
19820421,70.0,47.0,79.9,57.7
19820422,73.0,54.0,80.3,58.0
19820423,78.0,46.0,80.6,58.4
19820424,83.0,54.0,81.0,58.7
19820425,86.0,54.0,81.3,59.1
19820426,86.0,59.0,81.7,59.4
19820427,88.0,57.0,82.1,59.8
19820428,92.0,61.0,82.4,60.1
19820429,84.0,64.0,82.8,60.5
19820430,88.0,62.0,83.2,60.8
19820501,92.0,63.0,83.5,61.2
19820502,75.0,60.0,83.9,61.5
19820503,85.0,56.0,84.3,61.8
19820504,76.0,60.0,84.7,62.2
19820505,82.0,59.0,85.0,62.5
19820506,83.0,53.0,85.4,62.8
19820507,92.0,58.0,85.8,63.2
19820508,86.0,63.0,86.1,63.5
19820509,74.0,56.0,86.5,63.8
19820510,68.0,54.0,86.9,64.1
19820511,71.0,49.0,87.2,64.4
19820512,77.0,55.0,87.6,64.7
19820513,83.0,53.0,88.0,65.1
19820514,87.0,59.0,88.3,65.3
19820515,85.0,57.0,88.7,65.6
19820516,87.0,63.0,89.0,65.9
19820517,94.0,62.0,89.3,66.2
19820518,87.0,68.0,89.7,66.5
19820519,84.0,60.0,90.0,66.8
19820520,88.0,59.0,90.4,67.1
19820521,91.0,60.0,90.7,67.3
19820522,94.0,62.0,91.0,67.6
19820523,95.0,64.0,91.4,67.9
19820524,95.0,67.0,91.7,68.1
19820525,96.0,64.0,92.0,68.4
19820526,97.0,73.0,92.3,68.7
19820527,94.0,70.0,92.7,68.9
19820528,87.0,66.0,93.0,69.2
19820529,88.0,66.0,93.3,69.5
19820530,90.0,62.0,93.6,69.8
19820531,94.0,65.0,93.9,70.0
19820601,89.0,64.0,94.3,70.3
19820602,89.0,61.0,94.6,70.6
19820603,93.0,59.0,94.9,70.9
19820604,90.0,67.0,95.2,71.2
19820605,83.0,63.0,95.5,71.4
19820606,89.0,57.0,95.8,71.7
19820607,86.0,63.0,96.2,72.0
19820608,90.0,58.0,96.5,72.3
19820609,93.0,62.0,96.8,72.6
19820610,96.0,62.0,97.1,72.9
19820611,100.0,67.0,97.4,73.2
19820612,96.0,74.0,97.7,73.5
19820613,88.0,70.0,98.0,73.8
19820614,93.0,66.0,98.4,74.1
19820615,96.0,72.0,98.7,74.5
19820616,101.0,71.0,99.0,74.8
19820617,102.0,74.0,99.3,75.1
19820618,94.0,70.0,99.6,75.4
19820619,93.0,69.0,99.9,75.7
19820620,98.0,72.0,100.2,76.0
19820621,100.0,71.0,100.4,76.3
19820622,100.0,67.0,100.7,76.6
19820623,100.0,70.0,101.0,76.9
19820624,100.0,71.0,101.3,77.2
19820625,100.0,75.0,101.5,77.5
