date,min,max,normal_min,normal_max
19740227,72.0,45.0,65.7,46.2
19740228,75.0,45.0,66.0,46.4
19740301,74.0,56.0,66.3,46.6
19740302,67.0,46.0,66.6,46.8
19740303,52.0,37.0,66.9,47.0
19740304,56.0,30.0,67.2,47.3
19740305,64.0,35.0,67.5,47.5
19740306,74.0,37.0,67.7,47.7
19740307,61.0,42.0,68.0,47.9
19740308,53.0,44.0,68.3,48.1
19740309,63.0,36.0,68.6,48.3
19740310,53.0,42.0,68.9,48.4
19740311,67.0,42.0,69.1,48.6
19740312,70.0,40.0,69.4,48.8
19740313,75.0,45.0,69.7,49.0
19740314,80.0,49.0,69.9,49.1
19740315,80.0,50.0,70.2,49.3
19740316,84.0,52.0,70.4,49.5
19740317,84.0,62.0,70.7,49.6
19740318,80.0,64.0,70.9,49.8
19740319,69.0,53.0,71.2,50.0
19740320,70.0,50.0,71.4,50.1
19740321,74.0,46.0,71.6,50.3
19740322,77.0,48.0,71.9,50.4
19740323,76.0,47.0,72.1,50.6
19740324,78.0,48.0,72.3,50.7
19740325,79.0,49.0,72.6,50.9
19740326,75.0,56.0,72.8,51.1
19740327,73.0,52.0,73.0,51.2
19740328,79.0,49.0,73.2,51.4
19740329,80.0,52.0,73.5,51.6
19740330,80.0,58.0,73.7,51.8
19740331,72.0,52.0,73.9,52.0
19740401,75.0,50.0,74.2,52.2
19740402,68.0,50.0,74.4,52.4
19740403,65.0,43.0,74.6,52.6
19740404,68.0,40.0,74.9,52.8
19740405,78.0,44.0,75.1,53.0
19740406,83.0,61.0,75.4,53.3
19740407,77.0,50.0,75.6,53.5
19740408,87.0,50.0,75.9,53.7
19740409,67.0,54.0,76.2,54.0
19740410,69.0,49.0,76.5,54.3
19740411,80.0,53.0,76.7,54.5
19740412,83.0,48.0,77.0,54.8
19740413,66.0,47.0,77.3,55.1
19740414,73.0,41.0,77.6,55.4
19740415,77.0,46.0,77.9,55.7
19740416,83.0,47.0,78.2,56.0
19740417,88.0,51.0,78.6,56.3
19740418,80.0,53.0,78.9,56.7
19740419,72.0,47.0,79.2,57.0
19740420,73.0,50.0,79.6,57.3
19740421,79.0,51.0,79.9,57.7
19740422,86.0,50.0,80.3,58.0
19740423,86.0,59.0,80.6,58.4
19740424,81.0,55.0,81.0,58.7
19740425,78.0,53.0,81.3,59.1
19740426,72.0,48.0,81.7,59.4
19740427,76.0,44.0,82.1,59.8
19740428,78.0,51.0,82.4,60.1
19740429,79.0,58.0,82.8,60.5
19740430,84.0,52.0,83.2,60.8
19740501,92.0,55.0,83.5,61.2
19740502,90.0,66.0,83.9,61.5
19740503,89.0,65.0,84.3,61.8
19740504,85.0,59.0,84.7,62.2
19740505,86.0,61.0,85.0,62.5
19740506,89.0,57.0,85.4,62.8
19740507,96.0,63.0,85.8,63.2
19740508,98.0,65.0,86.1,63.5
19740509,98.0,67.0,86.5,63.8
19740510,96.0,65.0,86.9,64.1
19740511,100.0,63.0,87.2,64.4
19740512,96.0,73.0,87.6,64.7
19740513,90.0,65.0,88.0,65.1
19740514,93.0,62.0,88.3,65.3
19740515,92.0,66.0,88.7,65.6
19740516,87.0,62.0,89.0,65.9
19740517,82.0,61.0,89.3,66.2
19740518,74.0,55.0,89.7,66.5
19740519,63.0,47.0,90.0,66.8
19740520,75.0,49.0,90.4,67.1
19740521,83.0,49.0,90.7,67.3
19740522,92.0,58.0,91.0,67.6
19740523,93.0,64.0,91.4,67.9
19740524,94.0,60.0,91.7,68.1
19740525,100.0,66.0,92.0,68.4
19740526,105.0,70.0,92.3,68.7
19740527,108.0,73.0,92.7,68.9
19740528,100.0,77.0,93.0,69.2
19740529,94.0,73.0,93.3,69.5
19740530,93.0,64.0,93.6,69.8
19740531,96.0,64.0,93.9,70.0
19740601,98.0,66.0,94.3,70.3
19740602,99.0,69.0,94.6,70.6
19740603,101.0,70.0,94.9,70.9
19740604,103.0,71.0,95.2,71.2
19740605,101.0,76.0,95.5,71.4
19740606,96.0,77.0,95.8,71.7
19740607,101.0,72.0,96.2,72.0
19740608,84.0,65.0,96.5,72.3
19740609,94.0,59.0,96.8,72.6
19740610,102.0,64.0,97.1,72.9
19740611,107.0,68.0,97.4,73.2
19740612,110.0,73.0,97.7,73.5
19740613,112.0,75.0,98.0,73.8
19740614,111.0,72.0,98.4,74.1
19740615,108.0,76.0,98.7,74.5
19740616,109.0,77.0,99.0,74.8
19740617,106.0,76.0,99.3,75.1
19740618,105.0,72.0,99.6,75.4
19740619,100.0,70.0,99.9,75.7
19740620,102.0,73.0,100.2,76.0
19740621,106.0,71.0,100.4,76.3
19740622,107.0,74.0,100.7,76.6
19740623,109.0,77.0,101.0,76.9
19740624,109.0,82.0,101.3,77.2
19740625,108.0,86.0,101.5,77.5
19740626,108.0,84.0,101.8,77.8
19740627,109.0,83.0,102.0,78.0
19740628,111.0,80.0,102.3,78.3
19740629,111.0,76.0,102.5,78.6
19740630,110.0,74.0,102.7,78.8
19740701,105.0,75.0,102.9,79.1
19740702,104.0,77.0,103.1,79.3
19740703,102.0,75.0,103.3,79.5
19740704,107.0,75.0,103.5,79.7
19740705,108.0,80.0,103.6,79.9
19740706,103.0,79.0,103.8,80.1
19740707,101.0,75.0,103.9,80.3
19740708,98.0,71.0,104.0,80.5
19740709,97.0,70.0,104.2,80.6
19740710,91.0,74.0,104.3,80.8
19740711,96.0,65.0,104.3,80.9
19740712,101.0,66.0,104.4,81.0
19740713,105.0,71.0,104.5,81.1
19740714,103.0,78.0,104.5,81.2
19740715,89.0,72.0,104.6,81.3
19740716,96.0,76.0,104.6,81.3
19740717,102.0,76.0,104.6,81.4
19740718,104.0,77.0,104.7,81.4
19740719,98.0,73.0,104.7,81.5
19740720,98.0,72.0,104.6,81.5
19740721,102.0,74.0,104.6,81.5
19740722,103.0,83.0,104.6,81.5
19740723,101.0,72.0,104.6,81.5
19740724,100.0,70.0,104.5,81.5
19740725,106.0,77.0,104.5,81.5
19740726,109.0,82.0,104.4,81.4
19740727,110.0,86.0,104.3,81.4
19740728,110.0,85.0,104.3,81.4
19740729,108.0,82.0,104.2,81.3
19740730,106.0,77.0,104.1,81.3
19740731,101.0,72.0,104.0,81.2
19740801,102.0,79.0,103.9,81.1
19740802,103.0,74.0,103.8,81.0
19740803,102.0,78.0,103.7,81.0
19740804,92.0,74.0,103.6,80.9
19740805,99.0,72.0,103.5,80.8
19740806,104.0,77.0,103.4,80.7
19740807,106.0,79.0,103.3,80.6
19740808,104.0,76.0,103.2,80.5
19740809,103.0,78.0,103.1,80.4
19740810,102.0,75.0,103.0,80.3
19740811,103.0,74.0,102.8,80.2
19740812,102.0,74.0,102.7,80.0
19740813,101.0,74.0,102.6,79.9
19740814,101.0,74.0,102.4,79.8
19740815,103.0,68.0,102.3,79.7
19740816,104.0,71.0,102.2,79.5
19740817,104.0,71.0,102.0,79.4
19740818,107.0,70.0,101.9,79.2
19740819,101.0,78.0,101.7,79.1
19740820,95.0,69.0,101.6,78.9
19740821,99.0,68.0,101.4,78.8
19740822,101.0,70.0,101.3,78.6
19740823,103.0,71.0,101.1,78.4
19740824,104.0,72.0,100.9,78.2
19740825,104.0,73.0,100.7,78.0
19740826,104.0,75.0,100.5,77.8
19740827,105.0,75.0,100.3,77.6
19740828,102.0,70.0,100.1,77.4
19740829,101.0,68.0,99.9,77.1
19740830,103.0,69.0,99.6,76.9
19740831,102.0,74.0,99.4,76.6
19740901,102.0,78.0,99.1,76.3
19740902,101.0,77.0,98.9,76.1
19740903,103.0,77.0,98.6,75.8
19740904,99.0,77.0,98.3,75.5
19740905,103.0,78.0,98.0,75.2
19740906,100.0,73.0,97.7,74.9
19740907,105.0,76.0,97.4,74.5
19740908,105.0,77.0,97.1,74.2
19740909,106.0,77.0,96.7,73.8
19740910,106.0,76.0,96.4,73.5
19740911,103.0,77.0,96.0,73.1
19740912,91.0,67.0,95.7,72.7
19740913,95.0,67.0,95.3,72.3
19740914,93.0,66.0,94.9,71.9
19740915,89.0,66.0,94.5,71.5
19740916,93.0,63.0,94.1,71.1
19740917,93.0,66.0,93.7,70.7
19740918,91.0,70.0,93.3,70.3
19740919,95.0,67.0,92.8,69.9
19740920,94.0,67.0,92.4,69.4
19740921,95.0,69.0,92.0,69.0
19740922,94.0,69.0,91.5,68.6
19740923,94.0,70.0,91.1,68.1
19740924,97.0,69.0,90.6,67.7
19740925,94.0,70.0,90.1,67.2
19740926,96.0,69.0,89.7,66.8
19740927,94.0,66.0,89.2,66.3
19740928,86.0,60.0,88.8,65.9
19740929,92.0,59.0,88.3,65.5
19740930,93.0,61.0,87.8,65.0
19741001,95.0,63.0,87.4,64.6
19741002,95.0,66.0,86.9,64.1
19741003,81.0,65.0,86.4,63.7
19741004,89.0,60.0,86.0,63.3
19741005,80.0,60.0,85.5,62.9
19741006,84.0,56.0,85.1,62.4
19741007,84.0,62.0,84.6,62.0
19741008,84.0,65.0,84.1,61.6
19741009,85.0,60.0,83.7,61.2
19741010,84.0,58.0,83.2,60.8
19741011,85.0,59.0,82.8,60.4
19741012,82.0,58.0,82.3,60.0
19741013,85.0,56.0,81.9,59.6
19741014,87.0,58.0,81.5,59.2
19741015,88.0,57.0,81.0,58.8
19741016,89.0,58.0,80.6,58.4
19741017,89.0,57.0,80.1,58.0
19741018,91.0,61.0,79.7,57.6
19741019,89.0,60.0,79.3,57.3
19741020,89.0,63.0,78.8,56.9
19741021,89.0,62.0,78.4,56.5
19741022,76.0,57.0,77.9,56.1
19741023,78.0,57.0,77.5,55.8
19741024,77.0,56.0,77.1,55.4
19741025,80.0,57.0,76.6,55.0
19741026,69.0,54.0,76.2,54.6
19741027,71.0,51.0,75.7,54.2
19741028,64.0,46.0,75.3,53.9
19741029,60.0,43.0,74.8,53.5
19741030,62.0,42.0,74.3,53.1
19741031,60.0,45.0,73.9,52.7
19741101,62.0,47.0,73.4,52.3
19741102,56.0,45.0,72.9,51.9
19741103,62.0,43.0,72.5,51.5
19741104,61.0,43.0,72.0,51.1
19741105,64.0,42.0,71.5,50.7
19741106,64.0,40.0,71.0,50.3
19741107,68.0,42.0,70.5,49.9
19741108,73.0,47.0,70.0,49.5
19741109,73.0,51.0,69.5,49.1
19741110,75.0,52.0,69.0,48.7
19741111,71.0,49.0,68.5,48.3
19741112,71.0,44.0,68.0,47.8
19741113,71.0,46.0,67.5,47.4
19741114,67.0,43.0,67.0,47.0
19741115,71.0,41.0,66.5,46.6
19741116,71.0,44.0,66.0,46.2
19741117,71.0,47.0,65.5,45.8
19741118,72.0,43.0,65.0,45.4
19741119,68.0,42.0,64.5,45.0
19741120,66.0,45.0,64.0,44.6
19741121,69.0,44.0,63.5,44.2
19741122,68.0,54.0,63.0,43.8
19741123,64.0,41.0,62.5,43.4
19741124,65.0,37.0,62.1,43.1
19741125,67.0,36.0,61.6,42.7
19741126,66.0,38.0,61.2,42.4
19741127,62.0,37.0,60.8,42.0
19741128,62.0,42.0,60.4,41.7
19741129,58.0,33.0,60.0,41.4
19741130,58.0,32.0,59.6,41.1
19741201,59.0,36.0,59.2,40.8
19741202,60.0,34.0,58.9,40.5
19741203,58.0,37.0,58.5,40.3
19741204,53.0,45.0,58.2,40.0
19741205,60.0,41.0,57.9,39.8
19741206,59.0,37.0,57.7,39.6
19741207,63.0,37.0,57.4,39.4
19741208,58.0,41.0,57.2,39.2
19741209,55.0,33.0,56.9,39.0
19741210,55.0,31.0,56.7,38.8
19741211,54.0,33.0,56.6,38.7
19741212,59.0,36.0,56.4,38.6
19741213,61.0,38.0,56.2,38.5
19741214,52.0,33.0,56.1,38.4
19741215,58.0,33.0,56.0,38.3
19741216,65.0,39.0,55.9,38.2
19741217,61.0,37.0,55.9,38.1
19741218,56.0,34.0,55.8,38.1
19741219,59.0,35.0,55.8,38.1
19741220,58.0,36.0,55.8,38.0
19741221,56.0,36.0,55.7,38.0
19741222,52.0,30.0,55.8,38.0
19741223,45.0,32.0,55.8,38.0
19741224,43.0,29.0,55.8,38.0
19741225,47.0,23.0,55.9,38.1
19741226,49.0,24.0,55.9,38.1
19741227,47.0,28.0,56.0,38.1
19741228,48.0,36.0,56.0,38.2
19741229,46.0,36.0,56.1,38.2
19741230,45.0,27.0,56.2,38.3
19741231,48.0,33.0,56.3,38.3
19750101,47.0,33.0,56.4,38.4
19750102,49.0,30.0,56.5,38.4
19750103,47.0,27.0,56.6,38.5
19750104,48.0,26.0,56.7,38.5
19750105,50.0,27.0,56.8,38.6
19750106,49.0,33.0,56.9,38.7
19750107,54.0,32.0,57.0,38.7
19750108,66.0,36.0,57.2,38.8
19750109,51.0,36.0,57.3,38.9
19750110,46.0,28.0,57.4,38.9
19750111,55.0,30.0,57.5,39.0
19750112,50.0,33.0,57.6,39.1
19750113,55.0,29.0,57.7,39.1
19750114,61.0,29.0,57.8,39.2
19750115,63.0,31.0,57.9,39.3
19750116,64.0,40.0,58.0,39.3
19750117,67.0,38.0,58.1,39.4
19750118,68.0,38.0,58.2,39.5
19750119,69.0,40.0,58.3,39.5
19750120,65.0,36.0,58.4,39.6
19750121,65.0,37.0,58.5,39.7
19750122,56.0,31.0,58.6,39.8
19750123,60.0,31.0,58.7,39.9
19750124,67.0,36.0,58.8,40.0
19750125,66.0,37.0,58.9,40.1
19750126,77.0,39.0,59.0,40.1
19750127,63.0,41.0,59.1,40.3
19750128,47.0,33.0,59.3,40.4
19750129,50.0,27.0,59.4,40.5
19750130,51.0,29.0,59.5,40.6
19750131,52.0,32.0,59.6,40.7
19750201,58.0,31.0,59.8,40.8
19750202,55.0,29.0,59.9,41.0
19750203,57.0,38.0,60.1,41.1
19750204,57.0,33.0,60.2,41.3
19750205,57.0,38.0,60.4,41.4
19750206,57.0,35.0,60.5,41.6
19750207,57.0,39.0,60.7,41.8
19750208,61.0,34.0,60.9,42.0
19750209,68.0,43.0,61.1,42.1
19750210,65.0,44.0,61.3,42.3
19750211,63.0,35.0,61.5,42.5
19750212,61.0,36.0,61.7,42.7
19750213,64.0,42.0,61.9,42.9
19750214,64.0,44.0,62.2,43.2
19750215,58.0,40.0,62.4,43.4
19750216,60.0,35.0,62.6,43.6
19750217,54.0,37.0,62.9,43.8
19750218,55.0,29.0,63.2,44.1
19750219,58.0,31.0,63.4,44.3
19750220,64.0,37.0,63.7,44.5
19750221,52.0,35.0,64.0,44.8
19750222,55.0,30.0,64.2,45.0
19750223,64.0,27.0,64.5,45.2
19750224,66.0,34.0,64.8,45.5
19750225,69.0,37.0,65.1,45.7
19750226,72.0,39.0,65.4,45.9
19750227,73.0,39.0,65.7,46.2
19750228,75.0,43.0,66.0,46.4
19750301,80.0,46.0,66.3,46.6
19750302,76.0,52.0,66.6,46.8
19750303,75.0,45.0,66.9,47.0
19750304,71.0,46.0,67.2,47.3
19750305,67.0,47.0,67.5,47.5
19750306,66.0,47.0,67.7,47.7
19750307,72.0,46.0,68.0,47.9
19750308,67.0,45.0,68.3,48.1
19750309,64.0,44.0,68.6,48.3
19750310,58.0,45.0,68.9,48.4
19750311,50.0,41.0,69.1,48.6
19750312,59.0,44.0,69.4,48.8
19750313,60.0,41.0,69.7,49.0
19750314,54.0,39.0,69.9,49.1
19750315,67.0,38.0,70.2,49.3
19750316,64.0,45.0,70.4,49.5
19750317,61.0,37.0,70.7,49.6
19750318,67.0,40.0,70.9,49.8
19750319,79.0,43.0,71.2,50.0
19750320,76.0,57.0,71.4,50.1
19750321,71.0,49.0,71.6,50.3
19750322,67.0,49.0,71.9,50.4
19750323,63.0,44.0,72.1,50.6
19750324,71.0,42.0,72.3,50.7
19750325,70.0,43.0,72.6,50.9
19750326,53.0,38.0,72.8,51.1
19750327,49.0,33.0,73.0,51.2
19750328,48.0,31.0,73.2,51.4
19750329,55.0,33.0,73.5,51.6
19750330,64.0,34.0,73.7,51.8
19750331,70.0,40.0,73.9,52.0
19750401,55.0,38.0,74.2,52.2
19750402,58.0,31.0,74.4,52.4
19750403,75.0,37.0,74.6,52.6
19750404,70.0,52.0,74.9,52.8
19750405,67.0,46.0,75.1,53.0
19750406,60.0,40.0,75.4,53.3
19750407,61.0,39.0,75.6,53.5
19750408,60.0,39.0,75.9,53.7
19750409,58.0,43.0,76.2,54.0
19750410,64.0,41.0,76.5,54.3
19750411,56.0,48.0,76.7,54.5
19750412,68.0,46.0,77.0,54.8
19750413,75.0,45.0,77.3,55.1
19750414,74.0,53.0,77.6,55.4
19750415,73.0,48.0,77.9,55.7
19750416,65.0,49.0,78.2,56.0
19750417,59.0,43.0,78.6,56.3
19750418,68.0,44.0,78.9,56.7
19750419,74.0,44.0,79.2,57.0
19750420,74.0,45.0,79.6,57.3
19750421,82.0,49.0,79.9,57.7
19750422,77.0,54.0,80.3,58.0
19750423,74.0,54.0,80.6,58.4
19750424,79.0,49.0,81.0,58.7
19750425,66.0,48.0,81.3,59.1
19750426,61.0,47.0,81.7,59.4
19750427,71.0,42.0,82.1,59.8
19750428,75.0,47.0,82.4,60.1
19750429,66.0,48.0,82.8,60.5
19750430,76.0,44.0,83.2,60.8
19750501,78.0,58.0,83.5,61.2
19750502,82.0,53.0,83.9,61.5
19750503,88.0,58.0,84.3,61.8
19750504,72.0,53.0,84.7,62.2
19750505,66.0,49.0,85.0,62.5
19750506,67.0,50.0,85.4,62.8
19750507,77.0,47.0,85.8,63.2
19750508,85.0,52.0,86.1,63.5
19750509,88.0,56.0,86.5,63.8
19750510,93.0,57.0,86.9,64.1
19750511,97.0,60.0,87.2,64.4
19750512,90.0,66.0,87.6,64.7
19750513,93.0,62.0,88.0,65.1
19750514,96.0,60.0,88.3,65.3
19750515,96.0,68.0,88.7,65.6
19750516,89.0,68.0,89.0,65.9
19750517,87.0,65.0,89.3,66.2
19750518,89.0,64.0,89.7,66.5
19750519,93.0,63.0,90.0,66.8
19750520,69.0,46.0,90.4,67.1
19750521,69.0,42.0,90.7,67.3
19750522,78.0,45.0,91.0,67.6
19750523,85.0,56.0,91.4,67.9
19750524,94.0,60.0,91.7,68.1
19750525,88.0,68.0,92.0,68.4
19750526,96.0,65.0,92.3,68.7
19750527,95.0,71.0,92.7,68.9
19750528,91.0,60.0,93.0,69.2
19750529,90.0,67.0,93.3,69.5
19750530,92.0,64.0,93.6,69.8
19750531,100.0,66.0,93.9,70.0
19750601,103.0,72.0,94.3,70.3
19750602,102.0,73.0,94.6,70.6
19750603,95.0,74.0,94.9,70.9
19750604,95.0,69.0,95.2,71.2
19750605,100.0,72.0,95.5,71.4
19750606,102.0,74.0,95.8,71.7
19750607,101.0,73.0,96.2,72.0
19750608,97.0,73.0,96.5,72.3
19750609,96.0,68.0,96.8,72.6
19750610,91.0,69.0,97.1,72.9
19750611,95.0,66.0,97.4,73.2
19750612,101.0,69.0,97.7,73.5
19750613,104.0,72.0,98.0,73.8
19750614,106.0,76.0,98.4,74.1
19750615,107.0,77.0,98.7,74.5
19750616,107.0,79.0,99.0,74.8
19750617,96.0,75.0,99.3,75.1
19750618,84.0,69.0,99.6,75.4
19750619,85.0,60.0,99.9,75.7
19750620,86.0,62.0,100.2,76.0
19750621,92.0,66.0,100.4,76.3
19750622,98.0,67.0,100.7,76.6
19750623,98.0,70.0,101.0,76.9
19750624,97.0,70.0,101.3,77.2
19750625,86.0,63.0,101.5,77.5
19750626,98.0,59.0,101.8,77.8
19750627,101.0,74.0,102.0,78.0
19750628,101.0,71.0,102.3,78.3
19750629,99.0,72.0,102.5,78.6
19750630,98.0,72.0,102.7,78.8
19750701,100.0,69.0,102.9,79.1
19750702,101.0,69.0,103.1,79.3
19750703,98.0,67.0,103.3,79.5
19750704,95.0,67.0,103.5,79.7
19750705,101.0,72.0,103.6,79.9
19750706,107.0,77.0,103.8,80.1
19750707,110.0,80.0,103.9,80.3
19750708,103.0,83.0,104.0,80.5
19750709,101.0,80.0,104.2,80.6
19750710,107.0,79.0,104.3,80.8
19750711,109.0,83.0,104.3,80.9
19750712,107.0,82.0,104.4,81.0
19750713,104.0,82.0,104.5,81.1
19750714,105.0,78.0,104.5,81.2
19750715,106.0,79.0,104.6,81.3
19750716,101.0,78.0,104.6,81.3
19750717,100.0,75.0,104.6,81.4
19750718,101.0,77.0,104.7,81.4
19750719,104.0,75.0,104.7,81.5
19750720,105.0,75.0,104.6,81.5
19750721,104.0,76.0,104.6,81.5
19750722,107.0,76.0,104.6,81.5
19750723,109.0,73.0,104.6,81.5
19750724,113.0,78.0,104.5,81.5
19750725,110.0,78.0,104.5,81.5
19750726,107.0,85.0,104.4,81.4
19750727,105.0,80.0,104.3,81.4
19750728,99.0,82.0,104.3,81.4
19750729,100.0,79.0,104.2,81.3
19750730,99.0,77.0,104.1,81.3
19750731,98.0,71.0,104.0,81.2
19750801,100.0,68.0,103.9,81.1
19750802,105.0,70.0,103.8,81.0
19750803,106.0,72.0,103.7,81.0
19750804,109.0,75.0,103.6,80.9
19750805,109.0,84.0,103.5,80.8
19750806,109.0,86.0,103.4,80.7
19750807,109.0,85.0,103.3,80.6
19750808,110.0,83.0,103.2,80.5
19750809,109.0,86.0,103.1,80.4
19750810,107.0,84.0,103.0,80.3
19750811,104.0,82.0,102.8,80.2
19750812,103.0,80.0,102.7,80.0
19750813,103.0,70.0,102.6,79.9
19750814,101.0,70.0,102.4,79.8
19750815,101.0,71.0,102.3,79.7
19750816,99.0,73.0,102.2,79.5
19750817,99.0,68.0,102.0,79.4
19750818,96.0,73.0,101.9,79.2
19750819,92.0,72.0,101.7,79.1
19750820,93.0,68.0,101.6,78.9
19750821,87.0,64.0,101.4,78.8
19750822,96.0,68.0,101.3,78.6
19750823,101.0,69.0,101.1,78.4
19750824,102.0,69.0,100.9,78.2
19750825,103.0,69.0,100.7,78.0
19750826,101.0,72.0,100.5,77.8
19750827,96.0,72.0,100.3,77.6
19750828,95.0,71.0,100.1,77.4
19750829,96.0,70.0,99.9,77.1
19750830,100.0,66.0,99.6,76.9
19750831,104.0,68.0,99.4,76.6
19750901,101.0,75.0,99.1,76.3
19750902,100.0,67.0,98.9,76.1
19750903,101.0,70.0,98.6,75.8
19750904,103.0,72.0,98.3,75.5
19750905,102.0,76.0,98.0,75.2
19750906,98.0,70.0,97.7,74.9
19750907,93.0,75.0,97.4,74.5
19750908,88.0,73.0,97.1,74.2
19750909,81.0,68.0,96.7,73.8
19750910,93.0,68.0,96.4,73.5
19750911,95.0,67.0,96.0,73.1
19750912,93.0,66.0,95.7,72.7
19750913,92.0,66.0,95.3,72.3
19750914,93.0,69.0,94.9,71.9
19750915,96.0,65.0,94.5,71.5
19750916,94.0,71.0,94.1,71.1
19750917,97.0,69.0,93.7,70.7
19750918,99.0,76.0,93.3,70.3
19750919,97.0,76.0,92.8,69.9
19750920,99.0,73.0,92.4,69.4
19750921,91.0,67.0,92.0,69.0
19750922,89.0,65.0,91.5,68.6
19750923,92.0,63.0,91.1,68.1
19750924,95.0,61.0,90.6,67.7
19750925,96.0,61.0,90.1,67.2
19750926,97.0,60.0,89.7,66.8
19750927,97.0,63.0,89.2,66.3
19750928,96.0,63.0,88.8,65.9
19750929,96.0,62.0,88.3,65.5
19750930,95.0,65.0,87.8,65.0
19751001,92.0,62.0,87.4,64.6
19751002,91.0,59.0,86.9,64.1
19751003,92.0,62.0,86.4,63.7
19751004,96.0,62.0,86.0,63.3
19751005,94.0,61.0,85.5,62.9
19751006,92.0,63.0,85.1,62.4
19751007,73.0,54.0,84.6,62.0
19751008,74.0,47.0,84.1,61.6
19751009,81.0,48.0,83.7,61.2
19751010,86.0,60.0,83.2,60.8
19751011,76.0,61.0,82.8,60.4
19751012,71.0,50.0,82.3,60.0
19751013,72.0,47.0,81.9,59.6
19751014,73.0,55.0,81.5,59.2
19751015,77.0,50.0,81.0,58.8
19751016,81.0,47.0,80.6,58.4
19751017,84.0,51.0,80.1,58.0
19751018,80.0,53.0,79.7,57.6
19751019,90.0,51.0,79.3,57.3
19751020,86.0,64.0,78.8,56.9
19751021,84.0,55.0,78.4,56.5
19751022,81.0,57.0,77.9,56.1
19751023,62.0,49.0,77.5,55.8
19751024,61.0,42.0,77.1,55.4
19751025,66.0,37.0,76.6,55.0
19751026,75.0,40.0,76.2,54.6
19751027,76.0,55.0,75.7,54.2
19751028,74.0,46.0,75.3,53.9
19751029,76.0,43.0,74.8,53.5
19751030,79.0,48.0,74.3,53.1
19751031,73.0,51.0,73.9,52.7
19751101,75.0,48.0,73.4,52.3
19751102,79.0,46.0,72.9,51.9
19751103,80.0,46.0,72.5,51.5
19751104,82.0,46.0,72.0,51.1
19751105,78.0,46.0,71.5,50.7
19751106,79.0,54.0,71.0,50.3
19751107,75.0,46.0,70.5,49.9
19751108,76.0,47.0,70.0,49.5
19751109,66.0,44.0,69.5,49.1
19751110,73.0,42.0,69.0,48.7
19751111,62.0,43.0,68.5,48.3
19751112,67.0,37.0,68.0,47.8
19751113,67.0,39.0,67.5,47.4
19751114,67.0,38.0,67.0,47.0
19751115,71.0,38.0,66.5,46.6
19751116,70.0,41.0,66.0,46.2
19751117,68.0,52.0,65.5,45.8
19751118,53.0,42.0,65.0,45.4
19751119,56.0,39.0,64.5,45.0
19751120,55.0,35.0,64.0,44.6
19751121,58.0,32.0,63.5,44.2
19751122,57.0,30.0,63.0,43.8
19751123,67.0,31.0,62.5,43.4
19751124,68.0,36.0,62.1,43.1
19751125,66.0,43.0,61.6,42.7
19751126,51.0,31.0,61.2,42.4
19751127,60.0,37.0,60.8,42.0
19751128,51.0,36.0,60.4,41.7
19751129,49.0,32.0,60.0,41.4
19751130,50.0,26.0,59.6,41.1
19751201,55.0,31.0,59.2,40.8
19751202,68.0,34.0,58.9,40.5
19751203,67.0,38.0,58.5,40.3
19751204,62.0,36.0,58.2,40.0
19751205,62.0,38.0,57.9,39.8
19751206,66.0,37.0,57.7,39.6
19751207,68.0,38.0,57.4,39.4
19751208,74.0,40.0,57.2,39.2
19751209,71.0,42.0,56.9,39.0
19751210,65.0,39.0,56.7,38.8
19751211,67.0,44.0,56.6,38.7
19751212,65.0,46.0,56.4,38.6
19751213,57.0,39.0,56.2,38.5
19751214,48.0,33.0,56.1,38.4
19751215,49.0,23.0,56.0,38.3
19751216,55.0,26.0,55.9,38.2
19751217,61.0,31.0,55.9,38.1
19751218,60.0,32.0,55.8,38.1
19751219,59.0,34.0,55.8,38.1
19751220,59.0,33.0,55.8,38.0
19751221,59.0,41.0,55.7,38.0
19751222,57.0,35.0,55.8,38.0
19751223,60.0,42.0,55.8,38.0
19751224,59.0,34.0,55.8,38.0
19751225,63.0,33.0,55.9,38.1
19751226,63.0,35.0,55.9,38.1
19751227,64.0,36.0,56.0,38.1
19751228,58.0,37.0,56.0,38.2
19751229,59.0,29.0,56.1,38.2
19751230,64.0,32.0,56.2,38.3
19751231,45.0,30.0,56.3,38.3
19760101,44.0,23.0,56.4,38.4
19760102,44.0,19.0,56.5,38.4
19760103,45.0,21.0,56.6,38.5
19760104,54.0,26.0,56.7,38.5
19760105,54.0,28.0,56.8,38.6
19760106,58.0,30.0,56.9,38.7
19760107,52.0,25.0,57.0,38.7
19760108,55.0,27.0,57.2,38.8
19760109,55.0,28.0,57.3,38.9
19760110,60.0,34.0,57.4,38.9
19760111,58.0,29.0,57.5,39.0
19760112,59.0,30.0,57.6,39.1
19760113,59.0,32.0,57.7,39.1
19760114,62.0,33.0,57.8,39.2
19760115,68.0,34.0,57.9,39.3
19760116,73.0,40.0,58.0,39.3
19760117,72.0,42.0,58.1,39.4
19760118,69.0,41.0,58.2,39.5
19760119,63.0,41.0,58.3,39.5
19760120,64.0,34.0,58.4,39.6
19760121,64.0,32.0,58.5,39.7
19760122,64.0,37.0,58.6,39.8
19760123,64.0,35.0,58.7,39.9
19760124,63.0,40.0,58.8,40.0
19760125,62.0,33.0,58.9,40.1
19760126,58.0,32.0,59.0,40.1
